Unnamed: 0,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
13713,689558855044989463,"Cozy Room, 9 min walk to BTS Prom Phong Watthana",213476534,Kanin,Vadhana,13.732385392737973,100.57533601188216,Private room,943,3,1,2022-12-01,1.0,3,297,1
13716,701132950426181752,曼谷富人区铜锣一卧室泳池公寓/可月租年租/全新装修,139189243,Hana,Vadhana,13.74016,100.58139,Entire home/apt,1200,1,3,2022-11-04,1.13,29,271,3
13717,701159661944060188,Luxury1BedRoom/3MinsToAirportLink/2MinsBTS/MidTown,272914856,Kathy,Ratchathewi,13.75717861201921,100.53542502542749,Entire home/apt,2200,2,7,2022-12-27,2.08,6,161,7
13719,701181543639076360,*5mins to BTS*Large 1BR with Netflix+Washer&Dryer,267746594,Windy,Khlong Toei,13.71459,100.59126,Entire home/apt,1149,30,1,2022-12-21,1.0,37,307,1
13722,701232139013644865,BTSNana*Bumrungrad Hospital Iraqi Htl by Arabic Rd,153793,Pemika,Vadhana,13.743568441540946,100.553878583014,Private room,1900,1,3,2022-11-21,0.79,13,86,3
13725,701238911459109907,"Cosy studio room near Bangkok hospital, RCA w/wifi",23503077,Nan,Huai Khwang,13.75123,100.58906,Entire home/apt,770,4,1,2022-10-23,0.45,12,221,1
13730,698051996857511412,1L9曼谷市中心MRT Rama9地铁站泳池公寓,231239852,Aimy,Ratchathewi,13.754884132533292,100.56453164666893,Entire home/apt,1286,30,0,,0.0,19,86,0
13731,701412623501002857,on nut modiz sukhumvit50,320286678,Fang Baba,Khlong Toei,13.70257,100.59023,Entire home/apt,889,5,1,2022-11-03,0.54,15,329,1
13732,698118582818023181,2 Bedroom with large Balcony 8 mins to Ekamai BTS,416592214,Boss,Khlong Toei,13.71317,100.58588,Entire home/apt,1889,1,7,2022-12-12,1.79,6,353,7
13733,701645002272198970,1 ensuite bedroom in smart building in Ekkamai,476740428,Aoraekkamai,Vadhana,13.73667,100.58747,Private room,2242,1,0,,0.0,1,365,0
13734,698125809600020071,Luxury stdio28sq/G tower/JoddFairNight/walking1min,270215556,Ideomobi,Huai Khwang,13.75555,100.56744,Entire home/apt,3000,1,7,2022-11-21,1.68,28,346,7
13736,698194413844429450,Life Asok–Rama9 空中花园泳池健身房及共享空间 MRT:Phra Ram9 (41),342113311,George,Ratchathewi,13.7538,100.56288,Entire home/apt,969,90,1,2022-09-23,0.31,40,338,1
13737,698239913839572009,Bangkok KhlongTan 005｜10min PhromPhong BTS,196956555,璿璣,Khlong Toei,13.72383,100.56512,Entire home/apt,1280,3,5,2022-12-26,1.53,7,322,5
13738,698240198960872976,"Peaceful 1BR, 500m from BTS Asoke by Nestcovery",411452860,Nestcovery,Vadhana,13.74245,100.56115,Entire home/apt,980,30,1,2022-09-25,0.32,9,41,1
13739,698324432714801725,Luxury condo near  bts mrt free pickup近21航站楼高层豪华公寓,35112478,Ping,Khlong Toei,13.73604,100.55966,Entire home/apt,3229,1,4,2022-12-01,0.95,12,158,4
13743,698793520569209679,New! Gateway/ Bangkok University 1BR 2PPL near BTS,201677068,Curry,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,6,2022-12-24,1.58,228,362,6
13747,698911974669327616,3-bts thong lo 80m Free swimming pool gym WiFi,402093105,Hi Gravity,Khlong Toei,13.72392,100.57798,Entire home/apt,1745,3,6,2022-10-04,1.62,45,230,6
13748,698933631406903234,Siamese Sukhumvit 48 - Deluxe Room King Bed,412845925,Siamese Exclusive,Khlong Toei,13.728,100.57151,Private room,2957,1,2,2022-11-29,2.0,7,365,2
13752,699045616247256252,4-bts thong lo 80m Free swimming pool gym WiFi,402093105,Hi Gravity,Khlong Toei,13.72406,100.57684,Entire home/apt,1745,3,3,2022-11-05,0.82,45,230,3
13760,699639602212424985,Deluxe 1 Bedroom with river view/near BTS/Sky pool,152018136,Tony,Khlong Toei,13.724647874023615,100.56563507207493,Entire home/apt,1186,1,7,2022-12-16,2.16,12,162,7
13761,699643680954826487,BTS Nana/Night Life/Sukhumvit 11/Hotel with Pool,460667273,Solitaire Bangkok,Vadhana,13.74604,100.55672,Private room,1657,30,0,,0.0,9,342,0
13766,699750498672215820,41 Suite Bangkok,66837530,Thanaporn,Vadhana,13.73013,100.57353,Private room,1990,1,0,,0.0,1,365,0
13767,699822591970969678,Studio room in condo centrally located & near MRT,290172996,Nared,Huai Khwang,13.76421,100.57109,Entire home/apt,500,90,0,,0.0,1,329,0
13782,707818813143951368,* BTS Onnut * 2 Min Walk * Wi-fi * Washing Machine,212004527,Som,Vadhana,13.70537,100.60254,Entire home/apt,1685,1,3,2022-09-18,0.86,15,58,3
13783,708125541568453492,Super Deals 20% OFF 1BR - Terminal 21 - Soi Cowboy,2824430,Dave,Vadhana,13.74249,100.56584,Entire home/apt,1806,5,2,2022-12-14,1.82,14,360,2
13784,708127406458821127,1BR Central BKK Asoke BTS - Walk to Everything,2824430,Dave,Vadhana,13.73833,100.56236,Entire home/apt,1959,5,7,2022-12-08,2.0,14,358,7
13785,708275653599102817,"Peaceful Studio, Bangkok Hospital, 500mbps, Washer",23503077,Nan,Huai Khwang,13.74962,100.59028,Entire home/apt,779,4,4,2022-11-24,1.6,12,246,4
13787,708485327093082564,BrandNew Condo & Superb Facilities at BTS Surasak,478079605,Steven,Sathon,13.71788,100.51997,Entire home/apt,1800,7,4,2022-10-23,1.21,1,232,4
13790,689640109919269629,"Onnut BTS Mori haus, quiet 1bedroom 4FL/35m²",458715536,Nc,Vadhana,13.71093335629069,100.60239739716052,Entire home/apt,1100,30,2,2022-12-01,0.9,9,321,2
13791,689706974354468255,1 BR fully furnished Apartment | Center of Bkk,474141399,Beverly,Khlong Toei,13.71101,100.58309,Entire home/apt,826,14,3,2022-12-12,0.7,3,322,3
13792,689715994477424754,Minimal Cozy fully furnished 1 BR | Center of Bkk,474141399,Beverly,Khlong Toei,13.71046,100.58283,Entire home/apt,826,14,0,,0.0,3,332,0
13793,689719738192889434,Modern Cozy fully furnished 1 BR | Center of Bkk,474141399,Beverly,Khlong Toei,13.70901,100.58296,Entire home/apt,797,14,5,2022-12-13,1.14,3,331,5
13794,690146233736770913,Central of City | Queen Bed |Gym|Pool wi-fi | 1BR,2824430,Dave,Vadhana,13.7393,100.56055,Entire home/apt,2543,7,1,2022-12-08,1.0,14,320,1
13796,690288010375784982,"Month/Yr Rent Condo near BTS: wifi, pool, fitness",30639758,Saralee,Vadhana,13.71261,100.59874,Entire home/apt,709,30,0,,0.0,2,292,0
13802,690765622873933382,Luxury 2BR/2Bath Queen Sirikit Asok Termianl 21,89820474,Ken-Bambu,Khlong Toei,13.72281,100.56173,Entire home/apt,4500,2,5,2022-11-27,1.17,48,153,5
13803,690776330516948574,Luxury 1BR/1Bath Queen Sirikit Asok Termianl 21,89820474,Ken-Bambu,Khlong Toei,13.72232,100.56205,Entire home/apt,2400,2,7,2022-12-24,1.63,48,174,7
13807,690955384594693967,7-1bed room bts thonglo SuperiorSpaApartment,402093105,Hi Gravity,Khlong Toei,13.72386,100.57474,Entire home/apt,1581,7,7,2022-11-21,1.89,45,241,7
13809,691002322222854742,3-BTS S5 Surasak900米 近湄南河码头 ·摩天轮夜市 免费游泳池·中文接待·曼谷中心,402093105,Hi Gravity,Sathon,13.70738,100.51867,Entire home/apt,1084,3,6,2022-11-12,1.53,45,241,6
13815,691535048057908508,The Promenade Hotel (SHA Plus),442928672,Virunthep,Vadhana,13.72142,100.5867,Private room,1250,1,2,2022-10-11,0.63,2,360,2
13825,701905156463059391,New！Sale! On Nut's tallest/loft/ pool/gym/BTS 300m,201677068,Curry,Khlong Toei,13.708904513180643,100.59872801367814,Entire home/apt,1893,1,6,2022-12-23,2.34,228,357,6
13827,692283626848793414,"Modern Deluxe 1 BR , MRT , Free WiFi. Hot Deal!!",240603715,Sasikarn,Huai Khwang,13.76959,100.57996,Private room,1400,1,0,,0.0,31,358,0
13829,692295747339086558,6B/中文/1GWIFI/Nana/Terminal21/No Guest Service Fee,131427125,Jj,Vadhana,13.74762217246668,100.55825035533825,Entire home/apt,1586,30,0,,0.0,10,80,0
13831,692401391220880326,2BR Wireless road- spacious room-longstay discount,115654016,Bo,Ratchathewi,13.74941,100.54812,Entire home/apt,1800,30,0,,0.0,2,45,0
13833,702471183629339254,"Modern Deluxe 02 : MRT Huaikhwang , Fast Wifi",240603715,Sasikarn,Huai Khwang,13.76997,100.58183,Private room,1400,1,1,2022-09-17,0.29,31,357,1
13838,692624791416922070,Cheerful 1 private room with a patio city center2a,23876548,Kate,Sathon,13.71764,100.51585,Private room,650,2,6,2022-11-19,1.76,9,301,6
13839,693162432883529321,Bangkok Service Apartment Near BTS Thong Lo 300m.,375241276,Air Global,Khlong Toei,13.72235,100.57816,Entire home/apt,999,1,2,2022-11-23,0.64,22,344,2
13840,693218634030396184,Bangkok Service Apartments from BTS Thong Lo 300m.,375241276,Air Global,Khlong Toei,13.72249,100.57857,Entire home/apt,1114,1,0,,0.0,22,332,0
13842,693328094615696495,Lovely 2 Bedroom Condo with Pool Kitchen Fast WiFi,19266319,Alex,Vadhana,13.71473,100.59387,Entire home/apt,1407,28,4,2022-11-13,0.89,36,339,4
13843,693665559447206725,"Work and Travel @Near Nana Alley, BTS Phloen Chit.",290188196,Panrada,Vadhana,13.74737,100.55183,Entire home/apt,800,4,6,2022-11-12,1.7,2,274,6
13847,708651066295278544,overwhelming 高层 MBK roftpool siam square platinum,342811212,Miu Miu,Ratchathewi,13.75227,100.53382,Entire home/apt,3307,24,0,,0.0,23,91,0
13849,708908974582594223,Classy 1 BR Pool view LIFE Asoke,33648272,Jeenie,Ratchathewi,13.75205,100.56392,Entire home/apt,800,28,1,2022-12-11,1.0,22,278,1
13851,708946922174094219,Apartment in Bangkok near Ekkamai / Thonglor (B7),198104201,Korn,Khlong Toei,13.71321,100.58181,Private room,450,3,2,2022-09-30,0.58,2,173,2
13854,708992325387440400,Entire condo only 5mins walk to BTS Onnut,233116706,Chu,Khlong Toei,13.70759,100.59976,Entire home/apt,1290,14,1,2022-11-29,1.0,1,31,1
13855,709005836934809111,"Lovely 2-bedroom condo @Sukhumvit67,BTS,food,wifi",478196230,Mint,Vadhana,13.71866,100.58981,Entire home/apt,2000,28,0,,0.0,1,188,0
13856,709010335531810208,30days! Sukhumvit NANA spacious 2BR 4PPL near BTS,201677068,Curry,Ratchathewi,13.7503004,100.5555028,Entire home/apt,4193,2,2,2022-11-15,0.73,228,352,2
13857,709049792171015865,"1BR in High-Rise Building, Scenic Infinity Pool",26620868,Gilles,Huai Khwang,13.7601,100.56767,Entire home/apt,3570,2,0,,0.0,34,0,0
13860,709192293673172096,Omnitower lovely two bedroom with pool BTS NANA,164627457,M,Khlong Toei,13.7376873,100.5533109,Entire home/apt,2174,1,1,2022-10-25,0.46,7,340,1
13866,702703205735229823,Sukhumvit50 ~ close to BTS ON- NUT,167633343,Panida,Khlong Toei,13.705393413674765,100.5923830345273,Private room,570,30,1,2022-11-05,0.56,1,325,1
13867,709318782843138933,BTS Nana*Bumrungrad Hospital*Iraqi Hotel*Arabic Rd,153793,Pemika,Vadhana,13.74299,100.55277,Private room,1500,1,0,,0.0,13,91,0
13868,709382690452518916,BTSNana*Bumrungrad Hospital Iraqi Htl by Arabic Rd,153793,Pemika,Vadhana,13.7433,100.55491,Private room,1500,1,2,2022-11-26,1.28,13,365,2
13869,709650253483140778,Loft独立房间带泳池/wifi/cat only,139189243,Hana,Sathon,13.71319,100.52175,Entire home/apt,1500,1,6,2022-12-08,1.8,29,350,6
13871,702736828552238691,(SUBWAY)MRT_Huaikhwang_walk 10sec / Luxury condo,316738753,Nanthana,Huai Khwang,13.778289971999708,100.57390464305958,Entire home/apt,1809,3,3,2022-12-14,1.3,5,346,3
13875,703258567922738798,沙吞老城区精品两居室/摩天轮夜市/iconsiam/唐人街,264864968,Tricia,Sathon,13.70581,100.51642,Entire home/apt,2221,1,4,2022-11-23,2.03,44,156,4
13877,703263285496249039,Blossom Condo @ Sathorn - Charoenrat,264864968,Tricia,Sathon,13.71282,100.52132,Entire home/apt,1157,1,2,2022-12-12,2.0,44,176,2
13881,703278544628699643,Blossom Condo @ Sathorn - Charoenrat,264864968,Tricia,Sathon,13.71424,100.51944,Entire home/apt,1146,1,0,,0.0,44,175,0
13883,703295736648985794,沙吞花园式精品一居室/摩天轮夜市/iconsiam/唐人街/曼谷老城区/郑王庙,344327171,Alice,Sathon,13.71404,100.52147,Entire home/apt,1146,1,7,2022-12-01,2.33,40,175,7
13884,703297851480269548,摩天轮夜市/曼谷老城区沙吞花园式精品一居室/iconsiam/ 唐人街/大皇宫,344327171,Alice,Sathon,13.71402,100.52004,Entire home/apt,1146,1,1,2022-11-04,0.55,40,175,1
13886,693729026239800487,A lifestyle destination that fuses city vibrance,475054684,Ifteakher,Vadhana,13.731763,100.597116,Private room,3600,1,0,,0.0,1,365,0
13892,703550890651988089,"MyView 2-bedroom,Sukhumvit,Benchakitti Forest Park",14461657,Mind,Khlong Toei,13.734530085196289,100.55434662848712,Private room,2500,2,0,,0.0,5,326,0
13893,703586719426480440,3BR-Amazing Duplex-PrakhanongBTS,4138170,Kevin,Vadhana,13.72093,100.605,Entire home/apt,3290,1,6,2022-12-14,2.61,11,289,6
13895,703980272756344936,"high floor Incredible view, central world, Chidlom",42349005,Spring,Ratchathewi,13.75047,100.54957,Entire home/apt,1800,30,2,2022-11-26,0.86,5,38,2
13897,704074165454180382,"Fully Equipped Escape Pad, 5 Mins BTS, Phrakhanong",21430359,Nicholas,Khlong Toei,13.711616007932308,100.59479609874192,Entire home/apt,1229,2,7,2022-12-20,2.08,3,317,7
13899,704077305269654630,Thonglor BTS- Brand New and Stylish One Bed-Bath,477198139,Chayuth,Khlong Toei,13.7242843,100.5771389,Entire home/apt,1643,7,4,2022-12-13,1.94,1,299,4
13902,704143404777158011,"Bangkok 2BRoom @ MRT RAMA9, Jodd Fair Night Market",188334512,Carson,Huai Khwang,13.75472,100.56667,Entire home/apt,1623,2,7,2022-12-01,1.75,2,142,7
13905,704153020255902060,月租双床阳台房Monthly Twin Bedroom with Balcony Ekamai,449012324,Jeff,Vadhana,13.72844,100.58701,Private room,900,30,0,,0.0,12,359,0
13907,704546386241530400,Apartment in Asoke 5 mins to Sukhumvit Rd.,216956001,Benny,Ratchathewi,13.75516,100.56338,Entire home/apt,889,7,1,2022-10-09,0.37,1,141,1
13908,709932324976798170,Penthouse/Rooftop Suite close to BTS,42747817,Harpreet,Vadhana,13.7152,100.59536,Entire home/apt,1800,3,0,,0.0,1,316,0
13909,704662040156973460,"Comfort Stay, BTS Ekkamai 5min, Work In Peace",52134819,Jeremy,Khlong Toei,13.71699,100.58472,Entire home/apt,1250,30,0,,0.0,3,329,0
13911,704690686332662068,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /WIFI,52161947,Noons,Sathon,13.71015,100.52099,Entire home/apt,1409,1,7,2022-11-01,1.81,99,358,7
13912,709961840234796931,2 Beds/Siam/Central World/Nana Bar Street,264864968,Tricia,Ratchathewi,13.74923,100.5559,Entire home/apt,2880,2,0,,0.0,44,352,0
13913,709965828449252777,"B2. Luxury onebed, with bathtub in the center, bkk",138870859,David,Ratchathewi,13.75039,100.54461,Entire home/apt,1400,28,1,2022-11-17,0.71,26,311,1
13914,709980118101640685,市中心thonglor区精品一居室/贵妇商场/曼谷富人区/暹罗商圈/BTS thonglor,264864968,Tricia,Khlong Toei,13.72332,100.57759,Entire home/apt,1407,1,7,2022-12-02,2.41,44,170,7
13917,704716183916503186,Near The Grand Palace/ASOK Station/Sukhumvit,52161947,Noons,Khlong Toei,13.7356367,100.5577985,Entire home/apt,2800,1,3,2022-09-26,0.83,99,352,3
13918,709996245677797101,1 Bed/Siam/Central World/Nana Bar Street,264864968,Tricia,Ratchathewi,13.74954,100.55483,Entire home/apt,1441,2,5,2022-12-07,1.83,44,357,5
13919,710007370937272063,1 Bed/Siam/Central World/Nana Bar Street,264864968,Tricia,Ratchathewi,13.74913,100.55454,Entire home/apt,1451,2,1,2022-09-13,0.28,44,357,1
13920,704869792523674502,RT01：Downtown Area/Studio/BTS Thong Lo/Pool & Gym,275188192,Butler,Khlong Toei,13.73152,100.56302,Entire home/apt,1304,4,6,2022-12-16,1.67,8,21,6
13922,710042462192250862,A3. Luxury studio room in center of Bangkok.,138870859,David,Ratchathewi,13.74977,100.54483,Entire home/apt,1300,28,0,,0.0,26,355,0
13923,705052178400544517,T3 Amzing pool and gym rent 30 days,347302995,Sophia,Khlong Toei,13.72768,100.56784,Entire home/apt,936,30,1,2022-10-24,0.45,39,319,1
13933,710411208386786372,Free-Pick-Up Bkk Sukhumvit 1BR BTS & MRT 2-3PPL,251679603,Emma,Vadhana,13.73849,100.56765,Entire home/apt,2571,2,1,2022-12-04,1.0,10,161,1
13934,705478539716650994,Residence in sukhumvit 50 onnut,68228740,Su,Vadhana,13.72739,100.57919,Entire home/apt,1000,7,2,2022-11-30,1.02,3,309,2
13936,710431231558564253,Free-Pick-up Bkk 1BR BTS&MRT Terminal21/Emquartier,251679603,Emma,Vadhana,13.73847,100.56735,Entire home/apt,2700,2,3,2022-12-08,0.96,10,163,3
13937,710436561004448383,"Hip Apartment Near BTS line w/ Breakfast, Sathorn",26620868,Gilles,Sathon,13.72109,100.52893,Entire home/apt,3527,2,4,2022-11-28,2.18,34,361,4
13939,710472844591634184,BKK Free-Pick up Sukhumvit ASOK 1B 2-3PPL BTS&MRT,251679603,Emma,Vadhana,13.74006,100.56601,Entire home/apt,2571,2,3,2022-11-12,0.93,10,156,3
13940,710480724731605902,BKK Free-Drop-off Sukhumvit Asok 1B Condo BTS+MRT,251679603,Emma,Vadhana,13.73828,100.5663,Entire home/apt,2571,2,0,,0.0,10,164,0
13941,710495144475280196,BKK Free-Pick up/Drop off BTS Asok/Phrom Phong  1B,251679603,Emma,Vadhana,13.73819,100.56733,Entire home/apt,2571,2,1,2022-09-18,0.29,10,160,1
13947,710534430912183056,Your Hip Flat in Bangkok - Near BTS w/ Breakfast,26620868,Gilles,Sathon,13.72096,100.52898,Entire home/apt,3740,2,1,2022-11-18,0.73,34,361,1
13949,710550099264498495,Near The Grand Palace/ASOK Station/Sukhumvit,314945555,Nana,Khlong Toei,13.73683,100.55877,Entire home/apt,2057,1,4,2022-11-20,1.13,49,358,4
13956,693992381149072554,Resort style 1 bedroom condo. Long term only 1m+,127019373,Rene,Vadhana,13.73411,100.58457,Entire home/apt,1514,30,0,,0.0,1,365,0
13957,694427103354018236,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,201677068,Curry,Ratchathewi,13.75143,100.55613,Entire home/apt,1613,3,7,2022-12-06,1.72,228,351,7
13959,694534306142147691,"The Nest's Private Residence , MRT Huaikwang, WiFi",240603715,Sasikarn,Huai Khwang,13.769237464119078,100.58092219629518,Private room,1774,1,0,,0.0,31,362,0
13968,705565161906233599,Hyde Sukhumvit 11 - Glamorous Design - BTS NANA,62257044,Ludoping,Vadhana,13.74241,100.55676,Entire home/apt,1846,5,4,2022-11-26,1.28,56,166,4
13970,705703119645018610,Rooftoppool SiamParagonMBK pratunamplatinum 2bdrms,473454250,Morri,Ratchathewi,13.75221,100.53577,Entire home/apt,3354,28,2,2022-11-28,0.92,9,90,2
13971,705706325514121733,【International Downtown Area】2Bedroom Luxury Condo,231054416,M-In,Vadhana,13.74079,100.58942,Entire home/apt,1980,28,0,,0.0,6,304,0
13976,706261875521335387,Central Luxury home office,115758511,JSHome Luxury,Khlong Toei,13.72389,100.56645,Entire home/apt,1771,1,7,2022-11-27,2.04,22,360,7
13980,706322786385235804,Modern 1 BD service apartment in heart of Bangkok,477660951,Kavin,Vadhana,13.729042,100.5899021,Private room,3286,5,1,2022-10-05,0.35,1,1,1
13981,706337938341845023,Luxury Lively Bangkok View Studio Room Next to BTS,50861914,Tui Chea,Vadhana,13.710071626469505,100.60202117036133,Private room,1300,30,3,2022-10-30,0.86,2,254,3
13982,694666866941212737,Private Double Bedroom in Sukumvit 4,443640889,Shabnam,Khlong Toei,13.7376,100.55541,Private room,3000,1,0,,0.0,1,365,0
13983,694740002207583755,Bangkok Urban Oasis｜SkylinePool  Chic Apartment,81770110,DoDo,Vadhana,13.7315931,100.5846804,Entire home/apt,4237,3,0,,0.0,1,81,0
13990,712191568901286926,-Hyde Sukhumvit 11 -High Floor Super View Airy 2BR,62257044,Ludoping,Vadhana,13.74447,100.55754,Entire home/apt,3771,5,5,2022-11-28,1.43,56,163,5
13992,712212041142702499,35sqm/31f high floor cozy room@ekkamai 中文房東/月租年租,42894383,Kuri,Vadhana,13.74077,100.58913,Entire home/apt,862,29,1,2022-10-22,0.44,4,317,1
13995,712790842971693796,Lovely 1BR next to Bangkok Hospital,7278395,Niramol,Huai Khwang,13.750219776818165,100.58324377256928,Entire home/apt,800,7,1,2022-10-31,0.51,8,331,1
13996,712858036541927899,Airy 50sqm 1BR - 180° Surrounding Pool - BTS Nana,62257044,Ludoping,Vadhana,13.74266,100.55823,Entire home/apt,1650,20,0,,0.0,56,116,0
13999,712959112558743308,Lovely Gorgeous 1-Bedroom Suite center of Thonglor,406403381,Darisa,Vadhana,13.73488,100.58533,Private room,3000,1,0,,0.0,11,365,0
14000,712979322811831497,BTS Nana*Bumrungrad Hospital*Iraqi Hotel*Arabic Rd,153793,Pemika,Vadhana,13.74274,100.55334,Private room,1500,1,1,2022-11-27,0.94,13,90,1
14002,706492487342778470,Dog house/sweet/2 bedroom/65 m²/swimming pool,139189243,Hana,Sathon,13.71478,100.52019,Private room,1884,1,2,2022-11-09,1.07,29,362,2
14006,710597969640767804,Liquid house B 》 cozy private /2mins from MRT,39788305,Wirin,Huai Khwang,13.781941292113006,100.57487435713016,Private room,650,1,7,2022-12-23,3.04,2,359,7
14010,710710056332826161,Lovely 2 BR condo in super convenient location,9317853,Brian,Huai Khwang,13.7595315728158,100.56971526958924,Entire home/apt,1986,3,5,2022-11-02,1.43,1,187,5
14011,710726084692565524,Green Oasis in Heart of Bangkok,51640121,Pin,Vadhana,13.7458,100.55073,Entire home/apt,3500,14,0,,0.0,3,0,0
14012,710755312296158052,Cozy 2 bedrooms apt 95 sqm in the heart of Sathorn,145260447,WendyChan,Sathon,13.72129,100.529,Entire home/apt,2594,4,5,2022-12-21,1.65,1,58,5
14015,711118986202155661,30days! Sukhumvit NANA spacious 2BR 4PPL near BTS,201677068,Curry,Ratchathewi,13.7503004,100.5555028,Entire home/apt,4193,2,1,2022-11-17,0.71,228,347,1
14016,711141143297426504,四面佛商圈精品两居室/暹罗广场/nana广场/康明医院/杰特宁医院/central word,344327171,Alice,Ratchathewi,13.74921,100.55638,Entire home/apt,1600,2,0,,0.0,40,358,0
14017,711148551976394069,2 Beds/Central World/Lumpini Park/Siam Paragon,344327171,Alice,Ratchathewi,13.75079,100.55437,Entire home/apt,1600,2,1,2022-10-14,0.39,40,359,1
14018,711154318737992431,Luxury Resident BTS siam Paragon Privy Lift&pool,83715635,Wang,Ratchathewi,13.75153,100.53328,Entire home/apt,1818,3,0,,0.0,8,317,0
14021,711205785466481586,New! Gateway/ Bangkok University 1BR 2PPL near BTS,201677068,Curry,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,6,2022-11-16,1.88,228,361,6
14022,711243362150245455,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /WIFI,52161947,Noons,Sathon,13.71161,100.52049,Entire home/apt,1392,1,5,2022-11-23,1.65,99,357,5
14024,711778286045372184,Spacious 70sqm 2beds Downtown Thonglor,51640121,Pin,Khlong Toei,13.72692,100.57442,Entire home/apt,1750,14,0,,0.0,3,30,0
14026,706905255269653626,Modern and Spacious apartment in the city,211440551,Suporn,Vadhana,13.7234248,100.5846095,Entire home/apt,990,1,0,,0.0,1,86,0
14027,713439445701364043,"Beautiful 4-Storey House, Great for Family&Friends",479020804,Arthithat,Huai Khwang,13.76082,100.58745,Entire home/apt,4071,5,1,2022-11-03,0.54,1,347,1
14029,706911691898125330,"Room luxury Ekkamai
Siameme Exclusive 42",185602387,Pluem,Khlong Toei,13.717126231936335,100.58474611490963,Private room,1971,1,5,2022-11-20,1.44,16,330,5
14031,707049432834551408,"Condo in Makkasan near MRT, ARL and BTS Station",338914639,Nyein Chan,Ratchathewi,13.749461258141697,100.55590453350968,Entire home/apt,1500,1,2,2022-11-28,1.58,1,346,2
14033,714034129326190129,Modern Luxury 1 Bedroom condo in Onnut,295164261,Farsai,Vadhana,13.71039,100.60108,Entire home/apt,1960,55,0,,0.0,3,358,0
14034,714058272854834244,Lovely 2 bedrooms Flat 55 sqm w/pool Good Location,434168399,Krittika,Khlong Toei,13.725982276390662,100.5620292666876,Entire home/apt,2950,1,0,,0.0,44,360,0
14035,714123457792454207,109.Family Bedroom with Garden in Ekamai Bangkok,449012324,Jeff,Vadhana,13.72974,100.58868,Private room,1500,2,0,,0.0,12,357,0
14036,714148247203908725,曼谷月租家庭花园套房 Monthly Family Bedroom with Garden,449012324,Jeff,Vadhana,13.72649,100.5869,Private room,1500,15,0,,0.0,12,357,0
14037,714154234581253511,Standard (Private Bathroom)@RedDoorz Episode 11,474260020,RedDoorz,Vadhana,13.74015508025972,100.55632478465466,Private room,1500,1,0,,0.0,6,148,0
14038,714177825887548018,月租家庭阳台大套房于曼谷市中心 Monthly Big Family Room in Bangkok,449012324,Jeff,Vadhana,13.72998,100.58866,Private room,1650,14,0,,0.0,12,359,0
14039,714183301909669540,Single Bed Mixed Dormitory@RedDoorz Episode 11,474260020,RedDoorz,Vadhana,13.740184530225742,100.556326990402,Shared room,470,1,3,2022-12-11,1.18,6,365,3
14043,714348501460714643,「Sunset」复式Loft落地大窗户/带泳池公寓/可做饭,139189243,Hana,Sathon,13.7131,100.52058,Entire home/apt,1500,1,3,2022-12-24,1.73,29,351,3
14044,714373992019328857,Fantasy High fl 2bdrms asoke mrt joddfair sky pool,473454250,Morri,Huai Khwang,13.75436,100.56743,Entire home/apt,4579,35,7,2022-12-04,2.26,9,86,7
14045,714667705872337679,Green View Stylish Condo 5 min walk BTS Ploenchit,479277099,Pascal,Vadhana,13.74674,100.55069,Entire home/apt,1600,14,4,2022-12-12,1.62,1,323,4
14046,714676626038048047,Twin Room (Shared Bathroom)@RedDoorz Episode 11,474260020,RedDoorz,Vadhana,13.740165141748456,100.55632838327554,Shared room,1300,1,0,,0.0,6,365,0
14048,714813522911968786,Working Friendly 1 BR near BTS Thonglor,261444505,Vitanya,Khlong Toei,13.72202,100.57443,Entire home/apt,1136,13,1,2022-12-15,1.0,7,32,1
14049,714827427202342850,Cozy 1-bedroom (43 sqm) in Ekkamai,38292651,Kim,Vadhana,13.72337,100.58201,Entire home/apt,800,30,0,,0.0,1,184,0
14050,714836482202458368,Lovely 2 bedrooms Flat 55 sqm w/pool Good Location,434168399,Krittika,Khlong Toei,13.72712,100.56127,Entire home/apt,2850,1,1,2022-12-04,1.0,44,302,1
14055,715116819229582647,RM02：Ramada Plaza Residence/Sukhumvit Rd/Duplex,275188192,Butler,Khlong Toei,13.7107,100.59302,Entire home/apt,1222,3,2,2022-09-30,0.58,8,39,2
14059,715541669376266140,轻轨旁带泳池健身房的单身公寓,139189243,Hana,Sathon,13.70877,100.51943,Entire home/apt,1084,1,5,2022-12-10,1.56,29,353,5
14060,715565949199588020,Lovely Studio room with pool - great location,434168399,Krittika,Khlong Toei,13.72693,100.56259,Entire home/apt,1950,1,0,,0.0,44,359,0
14061,715566597622561214,Lovely 2 bedrooms Flat 65 sqm w/pool Good Location,434168399,Krittika,Khlong Toei,13.7262,100.56323,Entire home/apt,3150,1,0,,0.0,44,302,0
